taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
ดอกเบี้ยรับ,,,ดอกเบี้ยรับ,514720,514500,False,False,"519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The query 'ดอกเบี้ยรับ' matches the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า เงินสดรับจากดอกเบี้ย หรือ ดอกเบี้ยรับ หรือ เงินสดรับดอกเบี้ย' in the taxonomy list. And the fs_category field 'กิจกรรมดำเนินงาน' matches the input metadata 'กระแสเงินสดจากกิจกรรมดำเนินงาน'. | 519500-ดอกเบี้ยรับ-รับดอกเบี้ย-The query 'ดอกเบี้ยรับ' matches the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า เงินสดรับจากดอกเบี้ย หรือ ดอกเบี้ยรับ หรือ เงินสดรับดอกเบี้ย' in the Taxonomy list. The financial_statement_type is 'CF' and fs_category is 'กิจกรรมดำเนินงาน' which matches the input metadata. | 529900-ดอกเบี้ยรับ-รายการอื่น ๆ (กิจกรรมลงทุน)-The input is ดอกเบี้ยรับ and financial_statement_type is งบกระแสเงินสด, fs_category is กระแสเงินสดจากกิจกรรมลงทุน.  The most related item in Taxonomy list is รายการอื่น ๆ (กิจกรรมลงทุน) with set code 529900 | "
เงินปันผลรับ,,,เงินปันผลรับ,514710,519997,False,False,"519700-เงินปันผลรับ-รับเงินปันผล-The input 'เงินปันผลรับ' matches the meaning of taxonomy 'Dividend Received' in the provided context.  The financial_statement_type is 'CF' and fs_category's value  'กิจกรรมดำเนินงาน' matched the input metadata 'กระแสเงินสดจากกิจกรรมดำเนินงาน'. | 529700-เงินปันผลรับ-รับเงินปันผล-The input name is เงินปันผลรับ and financial_statement_type is งบกระแสเงินสด, fs_category is กระแสเงินสดจากกิจกรรมลงทุน.  The closest matched item in taxonomy is รับเงินปันผล with set code 529700 | "
ค่าใช้จ่ายดอกเบี้ย,,,ค่าใช้จ่ายดอกเบี้ย,514800,514500,False,False,"429900-ค่าใช้จ่ายดอกเบี้ย-ค่าใช้จ่ายดอกเบี้ย-The input matches the item_in_taxonomy ค่าใช้จ่ายดอกเบี้ย in the taxonomy list, and the fs_category is กำไรขาดทุน, so we use item_in_taxonomy instead of fs_category. | 429900-ค่าใช้จ่ายดอกเบี้ย-ค่าใช้จ่ายดอกเบี้ย-The input item name is ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ,  fs_category is . Thus, the matched item in taxonomy is ค่าใช้จ่ายดอกเบี้ย with set code 429900 | 519600-ค่าใช้จ่ายดอกเบี้ย-จ่ายดอกเบี้ย-The input query ค่าใช้จ่ายดอกเบี้ย is similar to item จ่ายดอกเบี้ย in the taxonomy list. And the fs_category matched the input metadata. | "
รายการระหว่างธนาคารและตลาดเงิน,,,รายการระหว่างธนาคารและตลาดเงิน,516900,519998,False,False,"200200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน-The input item name 'รายการระหว่างธนาคารและตลาดเงิน' matches exactly with the item_in_taxonomy 'รายการระหว่างธนาคารและตลาดเงิน' in the taxonomy list. And the input metadata financial_statement_type 'งบฐานะการเงิน' is matched to 'BS_L' in the taxonomy list. Thus, the set_code '200200' is selected. | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The query 'รายการระหว่างธนาคารและตลาดเงิน' matches the meaning_of_taxonomy field in the Taxonomy list.  The financial_statement_type is 'CF' and fs_category is 'กิจกรรมดำเนินงาน' as specified in the input metadata. | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The input query 'รายการระหว่างธนาคารและตลาดเงิน' matches the meaning_of_taxonomy field in the Taxonomy list.  The input metadata specifies financial_statement_type as 'งบกระแสเงินสด' and fs_category as 'กระแสเงินสดจากกิจกรรมดำเนินงาน' which corresponds to the 'financial_statement_type' and 'fs_category' fields in the Taxonomy list. Therefore, the correct SET Code is 515200 and the item in Taxonomy is 'รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง'. | "
ภาษีจ่าย,,,ภาษีจ่าย,519900,519999,False,False,"514900-ภาษีจ่าย-ภาษีเงินได้-The best match for the query 'ภาษีจ่าย' from the provided taxonomy list is 'ภาษีเงินได้' with SET code '514900'.

This is because the input metadata specifies 'financial_statement_type' as 'งบกระแสเงินสด' and 'fs_category' as 'กระแสเงินสดจากกิจกรรมดำเนินงาน', and this SET code's meaning ('บางครั้งใช้ขื่อว่า เงินสดจ่ายภาษีเงินได้') aligns with the input query. | "
มูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,มูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,520200,529999,False,False,
เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย,,,เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย,520200,529999,False,False,520220-เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย-เงินสดรับจากเงินลงทุน เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้-The query mentions เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้ which directly matches the item 'เงินสดรับจากเงินลงทุน เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้' in the taxonomy.  | 
ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,,,ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,530620,530600,False,False,
ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,,,ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน,530610,530600,False,False,
เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,,,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ,509999,599999,False,False,530620-เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น(ลดลง)สุทธิ-ตราสารหนี้ที่ออกและเงินกู้ยืม เพิ่มขึ้น (ลดลง) เงินสดรับจากตราสารหนี้ที่ออกและเงินกู้ยืม-The INPUT's fs_category is กระแสเงินสดจากกิจกรรมจัดหาเงิน. Thus the selected Taxonomy item should have fs_category  related to กระแสเงินสดจากกิจกรรมจัดหาเงิน.  | 
เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา,,,เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา,599998,599999,False,False,"<NA>-เงินสดและรายการเทียบเท่าเงินสดณวันต้นรอบระยะเวลา-nan-There is no item in the taxonomy list that belongs to the fs_category กระแสเงินสดจากกิจกรรมจัดหาเงิน. And, there is no item in the taxonomy that matches the query after considering the meaning of taxonomy. | "
เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา,,,เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา,599999,,False,False,"530620-เงินสดและรายการเทียบเท่าเงินสดณวันปลายรอบระยะเวลา-เงินสดรับจากตราสารหนี้ที่ออกและเงินกู้ยืม-The input name suggests a cash flow item related to financing activities. The input metadata also specifies 'กระแสเงินสดจากกิจกรรมจัดหาเงิน' as the fs_category. Although none of the fs_category values in the taxonomy perfectly match this, the item 'เงินสดรับจากตราสารหนี้ที่ออกและเงินกู้ยืม' with the description 'บางครั้งใช้ชื่อว่า เงินสดรับจากตราสารหนี้ระยะยาว หรือ เงินสดรับจากเงินกู้ยืมระยะสั้น หรือ ผ่านกำไรหรือขาดทุนและการกู้ยืมเงิน หรือ เงินสดรับจากตราสารหนี้ระยะสั้น หรือ เงินสดรับจากเงินกู้ยืมและการออกตราสารหนี้' seems to be the most relevant to the input. | "
