taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,409998,False,False,
กำไรจากการดำเนินงานก่อนภาษีเงินได้,,,กำไรจากการดำเนินงานก่อนภาษีเงินได้,510200,519997,False,False,"409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is an exact match to the 'item_in_taxonomy' field in the taxonomy list. Therefore, the SET code '409994' and 'item_in_taxonomy' 'กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้' are selected. | "
ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย,,,ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย,512000,519997,False,False,"511200-ขาดทุนจากการด้อยค่าของทรัพย์สินรอการขาย- (กำไร) ขาดทุนจากการขายทรัพย์สินรอการขาย-The input mentions impairment loss on assets held for sale, and the closest match in the provided taxonomy list is  (กำไร) ขาดทุนจากการขายทรัพย์สินรอการขาย, which translates to (Profit) Loss from Sales of Assets Held for Sale. Therefore, this item best represents the input query. | "
ขาดทุนจากการด้อยค่าของสินทรัพย์ไม่มีตัวตน,,,ขาดทุนจากการด้อยค่าของสินทรัพย์ไม่มีตัวตน,512100,519997,False,False,<NA>-ขาดทุนจากการด้อยค่าของสินทรัพย์ไม่มีตัวตน-nan-There is no item in the taxonomy that matches the query and satisfies the specified criteria. | 
ประมาณการหนี้สิน,,,ประมาณการหนี้สิน,514920,519997,False,False,"202800-ประมาณการหนี้สิน-ประมาณการหนี้สิน-The query 'ประมาณการหนี้สิน' is a direct match to the 'item_in_taxonomy' field in the Taxonomy list, and other properties also match. | 518000-ประมาณการหนี้สิน-ประมาณการหนี้สิน เพิ่มขึ้น (ลดลง)-The input name 'ประมาณการหนี้สิน' matches closely with the item 'ประมาณการหนี้สิน เพิ่มขึ้น (ลดลง)' in the taxonomy list.  The fs_category of both input and the selected item in taxonomy are matched. Therefore, the set code 518000 and item name 'ประมาณการหนี้สิน เพิ่มขึ้น (ลดลง)' are selected. | "
(กำไร)ขาดทุนจากการขายที่ดินอาคารและอุปกรณ์,,,(กำไร)ขาดทุนจากการขายที่ดินอาคารและอุปกรณ์,511510,511500,False,False,"<NA>-(กำไร)ขาดทุนจากการขายที่ดินอาคารและอุปกรณ์-nan-There is no item in the taxonomy that matches the query exactly. Although some items are related to the disposal of fixed assets, none specifically mention ""ที่ดิน อาคารและอุปกรณ์"" (land, buildings, and equipment) within the context of ""กระแสเงินสดจากกิจกรรมดำเนินงาน"" (cash flows from operating activities). Therefore, we cannot definitively determine a matching item. | "
กำไรจากการขายสินทรัพย์ไม่มีตัวตน,,,กำไรจากการขายสินทรัพย์ไม่มีตัวตน,511510,511500,False,False,"<NA>-กำไรจากการขายสินทรัพย์ไม่มีตัวตน-nan-The input line item indicates a gain from the sale of intangible assets. However, the provided taxonomy list does not contain an item specifically for ""profit from the sale of intangible assets"" under operating activities. | "
(กำไร)ขาดทุนสุทธิจากเครื่องมือทางการเงิน,,,(กำไร)ขาดทุนสุทธิจากเครื่องมือทางการเงิน,510800,519997,False,False,
(กำไร)ขาดทุนสุทธิจากเงินลงทุน,,,(กำไร)ขาดทุนสุทธิจากเงินลงทุน,511000,519997,False,False,
ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า,,,ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า,510600,519997,False,False,"431100-ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า-ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย-The input mentions ""profit sharing from investments in associates and joint ventures"", which aligns with the definition of ""Share Of Profit (Loss) From Investments Accounted For Using The Equity Method"" in the taxonomy list. Considering the input metadata specifies 'รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน' (Revenue (Expenses) from Operating Activities),  'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' is chosen as it represents the appropriate accounting treatment for such investments under the equity method. | 431100-ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า-ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย-The closest match from the provided taxonomy list is 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' with SET Code '431100'. Though the input mentions 'บริษัทร่วมและการร่วมค้า' (associates and joint ventures), the taxonomy item broadly covers 'เงินลงทุนในบริษัท' (investments in companies) accounted for using the equity method, making it the most suitable choice. | <NA>-ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า-nan-There is no item in the taxonomy that matches the query 'ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วมและการร่วมค้า' related to the fs_category 'กระแสเงินสดจากกิจกรรมดำเนินงาน' in the provided context. | "
รายได้เงินปันผล,,,รายได้เงินปันผล,514710,519997,False,False,"410202-รายได้เงินปันผล-รายได้เงินปันผล-From the Taxonomy list, รายได้เงินปันผล item's meaning matched the query, and fs_category of รายได้เงินปันผล is matched the fs_category from INPUT METADATA. | 410202-รายได้เงินปันผล-รายได้เงินปันผล-The input item name is รายได้เงินปันผล and the input metadata financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ) which is matched with financial_statement_type PL in the Taxonomy list.  The input metadata fs_category is รายได้ (ค่าใช้จ่าย) จากการดำเนินงาน, using item_in_taxonomy instead of fs_category,  found the exact matched  item_in_taxonomy รายได้เงินปันผล in the Taxonomy list.  | 519700-รายได้เงินปันผล-รับเงินปันผล-The input query 'รายได้เงินปันผล' matches the item 'รับเงินปันผล' in the taxonomy list.  The fs_category does not match the criteria, but item_in_taxonomy is used instead. Therefore, the set code is 519700. | "
เงินสดจ่ายภาษีเงินได้,,,เงินสดจ่ายภาษีเงินได้,519900,519999,False,False,514900-เงินสดจ่ายภาษีเงินได้-ภาษีเงินได้-The input name 'เงินสดจ่ายภาษีเงินได้' is similar to 'ภาษีเงินได้' and both belong to the same fs_category 'กิจกรรมดำเนินงาน' in the Taxonomy list. | 
เงินสดรับจากการขายหลักทรัพย์ที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,520200,เงินสดรับจากการขายหลักทรัพย์ที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,เงินสดรับจากการขายหลักทรัพย์ที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,520210,520200,False,True,
เงินทุนจากส่วนได้เสียที่ไม่มีอำนาจควบคุมในบริษัทย่อย,,,เงินทุนจากส่วนได้เสียที่ไม่มีอำนาจควบคุมในบริษัทย่อย,539900,539999,False,False,"531700-เงินทุนจากส่วนได้เสียที่ไม่มีอำนาจควบคุมในบริษัทย่อย-เงินสดรับจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย-The input query indicates an inflow of cash from changes in ownership in a subsidiary, aligning with the item 'เงินสดรับจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย' (Proceeds From Changes In Interest In Subsidiaries) within the provided taxonomy list. The fs_category 'กิจกรรมจัดหาเงิน' matches the input metadata. | "
