taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,440100,409998,False,False,
ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,,,ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,470200,,False,False,"460200-ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม-การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม-The input mentions ""ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม"" and the input metadata specifies the financial statement type as ""งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดหกเดือนสิ้นสุด"" and fs_category as ""การแบ่งปันกำไรสุทธิ"". This closely matches the item ""การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the taxonomy list, which falls under the fs_category ""การแบ่งปันกำไรขาดทุน"".  | "
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,409994,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,409994,False,True,
ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,,,ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม,470200,,False,False,"460200-ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม-การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม-The input mentions ""ส่วนที่เป็นของส่วนได้เสียที่ไม่มีอำนาจควบคุม"" and the input metadata specifies the financial statement type as ""งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น สำหรับงวดหกเดือนสิ้นสุด"" and fs_category as ""การแบ่งปันกำไรสุทธิ"". This closely matches the item ""การแบ่งปันกำไร (ขาดทุน) สุทธิ : ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the taxonomy list, which falls under the fs_category ""การแบ่งปันกำไรขาดทุน"".  | "
กำไรจากการดำเนินงานก่อนภาษีเงินได้,,,กำไรจากการดำเนินงานก่อนภาษีเงินได้,510200,519997,False,False,"409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list. Thus, the 'set_code' is '409994'. | 409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is an exact match to part of the 'meaning_of_taxonomy' field  'กำไรหรือขาดทุน จากการดำเนินงานก่อนภาษีเงินได้ บางครั้งใช้ชื่อว่า กำไร(ขาดทุน)จากการดำเนินงานก่อนภาษีเงินได้ หรือ กำไรก่อนภาษีเงินได้ หรือ กำไรจากการดำเนินงานก่อนค่าใช้จ่ายภาษีเงินได้ หรือ กำไรจากการดำเนินงานก่อนภาษีเงินได้' and the input metadata 'fs_category' matches the 'fs_category' field in the Taxonomy list. Therefore, the correct SET Code is '409994' and Item in Taxonomy is 'กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้'. | 409994-กำไรจากการดำเนินงานก่อนภาษีเงินได้-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The query 'กำไรจากการดำเนินงานก่อนภาษีเงินได้' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list, and the 'fs_category' field 'กำไรขาดทุน' is related to the input. Using the corresponding 'set_code'. | "
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,,,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,510400,519997,False,False,"409994-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The closest match from the provided taxonomy list is กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้ as it includes the concept of deducting expected credit losses in its calculation. 

The input 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' directly translates to 'Expected Credit Losses'.

While the taxonomy list doesn't have an exact match, the meaning of  'กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้' (Profit (Loss) From Operating Before Income Tax Expense) aligns best because it factors in expected credit losses in its calculation. | 430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น- (กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-The query matches the fs_category 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น'  from the input metadata. Thus, the selected SET Code and Item in Taxonomy are based on the matching fs_category. | "
ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน,,,ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน,514910,519997,False,False,"518700-ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน-ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)-The input name 'ประมาณการหนี้สินสำหรับผลประโยชน์ของพนักงาน' is similar to the meaning in the Taxonomy list item 'ประมาณการหนี้สินผลประโยชน์พนักงาน เพิ่มขึ้น (ลดลง)' with set code '518700'.  This item's fs_category is กิจกรรมดำเนินงาน, which is related to the input metadata fs_category กระแสเงินสดจากกิจกรรมดำเนินงาน. | "
ประมาณการหนี้สินสำหรับคดีความ,,,ประมาณการหนี้สินสำหรับคดีความ,514920,519997,False,False,"515000-ประมาณการหนี้สินสำหรับคดีความ-รายการปรับปรุงอื่น ๆ-The input item matches the meaning of taxonomy in the first item of the context list. Therefore, the set code is 515000 and the item in taxonomy is รายการปรับปรุงอื่น ๆ. | "
ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์,511500,ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์,ขาดทุน(กำไร)จากการจำหน่ายส่วนปรับปรุงอาคารเช่าและอุปกรณ์,511510,511500,False,True,
(รายได้)ค่าใช้จ่ายดอกเบี้ยสุทธิ,,,(รายได้)ค่าใช้จ่ายดอกเบี้ยสุทธิ,514500,519997,False,False,
เงินสดจ่ายภาษีเงินได้,,,เงินสดจ่ายภาษีเงินได้,519900,519999,False,False,"514900-เงินสดจ่ายภาษีเงินได้-ภาษีเงินได้-The input query 'เงินสดจ่ายภาษีเงินได้' is related to income tax payment. Considering the input metadata 'financial_statement_type' is 'งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด' and 'fs_category' is 'กระแสเงินสดจากกิจกรรมดำเนินงาน', the most relevant item in the taxonomy list is 'ภาษีเงินได้' with SET Code '514900'. | "
รายการระหว่างธนาคารและตลาดเงิน,,,รายการระหว่างธนาคารและตลาดเงิน,516900,519998,False,False,"200200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน-The input item name is รายการระหว่างธนาคารและตลาดเงิน and financial_statement_type is งบฐานะการเงินรวม, fs_category is หนี้สิน. Thus, the matched item in taxonomy is รายการระหว่างธนาคารและตลาดเงิน with set_code 200200 | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The input matches multiple items in the Taxonomy list.  Selecting the item where fs_category matches with กระแสเงินสดจากกิจกรรมดำเนินงาน from the INPUT METADATA. | 515200-รายการระหว่างธนาคารและตลาดเงิน-รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง-The query 'รายการระหว่างธนาคารและตลาดเงิน' is related to Interbank and Money Market, and the input metadata specifies fs_category as 'กระแสเงินสดจากกิจกรรมดำเนินงาน'. Thus, the most relevant item in the taxonomy is 'รายการระหว่างธนาคารและตลาดเงิน (เพิ่มขึ้น) ลดลง' with SET Code '515200'. | "
หนี้สินจ่ายคืนเมื่อทวงถาม,,,หนี้สินจ่ายคืนเมื่อทวงถาม,517000,519998,False,False,"200300-หนี้สินจ่ายคืนเมื่อทวงถาม-หนี้สินจ่ายคืนเมื่อทวงถาม-The input name 'หนี้สินจ่ายคืนเมื่อทวงถาม' is a perfect match to the item 'หนี้สินจ่ายคืนเมื่อทวงถาม' in the Taxonomy list, and the financial statement type is 'งบฐานะการเงินรวม' which mapped to 'BS_L' in the Taxonomy list.  | 518300-หนี้สินจ่ายคืนเมื่อทวงถาม-หนี้สินดำเนินงานอื่น เพิ่มขึ้น (ลดลง)-The input item name ""หนี้สินจ่ายคืนเมื่อทวงถาม"" closely resembles the item ""หนี้สินดำเนินงานอื่น เพิ่มขึ้น (ลดลง)"" in the taxonomy list. Additionally, the input metadata specifies 'fs_category' as กระแสเงินสดจากกิจกรรมดำเนินงาน, which aligns with the 'fs_category' of the selected taxonomy item. | "
เจ้าหนี้สำนักหักบัญชี,,,เจ้าหนี้สำนักหักบัญชี,518600,519998,False,False,"200700-เจ้าหนี้สำนักหักบัญชี-เจ้าหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า-The input name 'เจ้าหนี้สำนักหักบัญชี' is related to the item 'เจ้าหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า' in the taxonomy list. Considering the input metadata that financial_statement_type is งบฐานะการเงินรวม and fs_category is หนี้สิน, the most relevant SET Code and Item in Taxonomy are 200700 and เจ้าหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า, respectively. | "
เงินสดรับจากการจำหน่ายและไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,เงินสดรับจากการจำหน่ายและไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,520200,529999,False,False,520220-เงินสดรับจากการจำหน่ายและไถ่ถอนเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น-เงินสดรับจากการไถ่ถอนเงินลงทุนในตราสารหนี้-The input keywords match the meaning_of_taxonomy:  'บางครั้งใช้ชื่อว่า เงินสดรับจากการไถ่ถอนหลักทรัพย์ที่วัดมูลค่าด้วยราคาทุนตัดจำหน่าย หรือ เงินสดรับจากการจำหน่ายเงินลงทุนในตราสารหนี้ที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น'. | 
เงินสดณวันที่{{number}}{{month_six}},,,เงินสดณวันที่,599999,,False,False,"599998-เงินสดณวันที่-เงินสดและรายการเทียบเท่าเงินสด ต้นงวด-The query mentions ""เงินสด ณ วันที่"" which implies a beginning balance. The input metadata specifies the financial statement type as ""งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด"" and fs_category as ""เงินสดเพิ่มขึ้น (ลดลง) สุทธิ"". Thus, the most relevant item in the taxonomy is ""เงินสดและรายการเทียบเท่าเงินสด ต้นงวด"" with SET Code 599998. | 509999-เงินสดณวันที่-เงินสด เพิ่มขึ้น (ลดลง) สุทธิ-The INPUT's financial_statement_type งบกระแสเงินสด สำหรับงวดหกเดือนสิ้นสุด and fs_category เงินสดเพิ่มขึ้น (ลดลง) สุทธิ means the item is in fs_category เงินสดและรายการเทียบเท่า of the financial statement type  งบกระแสเงินสด. Thus, the SET Code should be 509999 and Item in Taxonomy should be เงินสด เพิ่มขึ้น (ลดลง) สุทธิ | "
