,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,สินทรัพย์ทางการเงินหมุนเวียนอื่น,113100,สินทรัพย์ทางการเงินหมุนเวียนอื่น,"The query 'สินทรัพย์ทางการเงินหมุนเวียนอื่น' is a direct match to the 'item_in_taxonomy' in the Taxonomy list.  Also, the 'fs_category' ('สินทรัพย์หมุนเวียน') is related to the input metadata 'fs_category' ('สินทรัพย์').",งบฐานะการเงิน,สินทรัพย์,"[1047191, 1969065, 644989, 1661843]"
11,สินทรัพย์หมุนเวียนอื่น,119900,สินทรัพย์หมุนเวียนอื่น,"The input name 'สินทรัพย์หมุนเวียนอื่น' is an exact match with the 'item_in_taxonomy' in the Taxonomy list. And the input metadata 'financial_statement_type' is งบฐานะการเงิน, which is equivalent to 'BS_A'.",งบฐานะการเงิน,สินทรัพย์,"[173952, 139444, 50755, 52264]"
12,รวมสินทรัพย์หมุนเวียน,119999,รวมสินทรัพย์หมุนเวียน,"The query 'รวมสินทรัพย์หมุนเวียน' is a direct match with the 'item_in_taxonomy' field in the taxonomy list. The 'fs_category' field also aligns with the input metadata, indicating it falls under 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[4194127, 6608287, 14624080, 17057355]"
13,เงินฝากธนาคารที่มีภาระค้ำประกัน,120300,เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้ - ไม่หมุนเวียน,The query 'เงินฝากธนาคารที่มีภาระค้ำประกัน' best matches the taxonomy item 'เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้ - ไม่หมุนเวียน' with the closest meaning in the context. The provided financial_statement_type and fs_category also align with this taxonomy item.,งบฐานะการเงิน,สินทรัพย์,"[2354, 2353, 957, 956]"
14,เงินให้สินเชื่อจากการซื้อลูกหนี้คาดว่าจะได้รับชำระเกินกว่าหนึ่งปี,122050,ลูกหนี้เงินให้สินเชื่อ,"The input name mentions ""เงินให้สินเชื่อ"" and ""เกินกว่าหนึ่งปี"" which directly matches the definition of  ""ลูกหนี้เงินให้สินเชื่อ"" in the taxonomy list. Therefore, the fs_category is 'สินทรัพย์ไม่หมุนเวียน' and the appropriate SET code is 122050.",งบฐานะการเงิน,สินทรัพย์,"[21140836, 21814259, 11388307, 11356005]"
15,เงินให้กู้ยืมระยะยาวแก่บริษัทที่เกี่ยวข้องกัน - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,122420,บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The input keyword ""เงินให้กู้ยืมระยะยาวแก่บริษัทที่เกี่ยวข้องกัน"" and financial_statement_type is งบฐานะการเงิน, fs_category is สินทรัพย์,  relate to ""บุคคลหรือกิจการที่เกี่ยวข้องกัน"" in the taxonomy list. Thus, the most appropriate SET Code is 122420.",งบฐานะการเงิน,สินทรัพย์,"[4237045, 4411317, 4237045, 4411317]"
16,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,123100,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,The input name 'สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น' is an exact match with the 'item_in_taxonomy' in the taxonomy list. And the input metadata 'financial_statement_type' is 'งบฐานะการเงิน' which maps to 'BS_A'.,งบฐานะการเงิน,สินทรัพย์,"[920306, 753150, 133908, 93056]"
17,ทรัพย์สินรอการขาย,114700,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,"The input name 'ทรัพย์สินรอการขาย' implies assets held for sale. 
The input metadata specifies 'financial_statement_type' as 'งบฐานะการเงิน' and 'fs_category' as 'สินทรัพย์'. 
Therefore, the most relevant item in the taxonomy is 'สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย' with SET Code '114700'.",งบฐานะการเงิน,สินทรัพย์,"[2503561, 2287321, 1204, 0]"
18,เงินลงทุนในบริษัทย่อย,122710,เงินลงทุนในบริษัทย่อย,"The query 'เงินลงทุนในบริษัทย่อย' matches directly with item_in_taxonomy 'เงินลงทุนในบริษัทย่อย' in the taxonomy list. And the value of fs_category matched the input metadata, financial_statement_type.",งบฐานะการเงิน,สินทรัพย์,"[0, 0, 6821935, 6722555]"
19,เงินลงทุนในการร่วมค้า,122730,เงินลงทุนในการร่วมค้า,"The input query 'เงินลงทุนในการร่วมค้า' and financial_statement_type 'งบฐานะการเงิน'  can be matched to multiple items in the Taxonomy list.  However, only SET Code '122730' has fs_category relates to 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[5863854, 5635734, 0, 0]"
20,อสังหาริมทรัพย์เพื่อการลงทุน,123700,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,"The query 'อสังหาริมทรัพย์เพื่อการลงทุน' is an exact match to the 'meaning_of_taxonomy' field in the Taxonomy list. Thus, the selected SET Code is '123700' and Item in Taxonomy is 'อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ'.",งบฐานะการเงิน,สินทรัพย์,"[26895, 27429, 26895, 27429]"
21,ที่ดิน อาคารและอุปกรณ์,123800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The input name 'ที่ดิน อาคารและอุปกรณ์' directly matches the meaning_of_taxonomy field in the Taxonomy list. Thus, the SET Code should be 123800 and Item in Taxonomy should be ที่ดิน อาคาร และอุปกรณ์ - สุทธิ",งบฐานะการเงิน,สินทรัพย์,"[331578, 280672, 292531, 251642]"
22,คอมพิวเตอร์ซอฟต์แวร์,124120,ค่าลิขสิทธิ์ซอฟต์แวร์,"The query 'คอมพิวเตอร์ซอฟต์แวร์' is related to software. 
The input metadata specifies financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'สินทรัพย์'.
In the Taxonomy list, there are items related to 'Software Licences' or 'ค่าลิขสิทธิ์ซอฟต์แวร์' with 'meaning_of_taxonomy' containing 'คอมพิวเตอร์ซอฟต์แวร์'.
Therefore, the most relevant item_in_taxonomy is 'ค่าลิขสิทธิ์ซอฟต์แวร์' with set_code '124120'.",งบฐานะการเงิน,สินทรัพย์,"[97745, 119431, 95871, 116907]"
23,สินทรัพย์สิทธิการใช้,123900,สินทรัพย์สิทธิการใช้ - สุทธิ,"The query 'สินทรัพย์สิทธิการใช้' is an exact match to at least one item in the taxonomy list.  The other properties also match, including financial_statement_type and fs_category.  Therefore, the SET code and item in taxonomy are returned from the matching row.",งบฐานะการเงิน,สินทรัพย์,"[96428, 107841, 76044, 85021]"
24,ค่าความนิยม,124200,ค่าความนิยม - สุทธิ,"The query ""ค่าความนิยม"" matches the item_in_taxonomy ""ค่าความนิยม - สุทธิ"" in the taxonomy list. Both share the same keyword and the input metadata specifies financial_statement_type as งบฐานะการเงิน and fs_category as สินทรัพย์, aligning with the taxonomy item's category.",งบฐานะการเงิน,สินทรัพย์,"[284759, 284759, 0, 0]"
25,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query matches exactly with 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' in the taxonomy list, and the fs_category of both are related to 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[125844, 98824, 0, 0]"
26,สินทรัพย์ไม่หมุนเวียนอื่น,129990,สินทรัพย์ไม่หมุนเวียนอื่น - อื่น ๆ,"The input name is สินทรัพย์ไม่หมุนเวียนอื่น and the financial_statement_type is งบฐานะการเงิน, fs_category is สินทรัพย์. Thus, the most relevant item in the Taxonomy is สินทรัพย์ไม่หมุนเวียนอื่น - อื่น ๆ with SET Code 129990",งบฐานะการเงิน,สินทรัพย์,"[10971, 13070, 10896, 13003]"
27,รวมสินทรัพย์ไม่หมุนเวียน,129999,รวมสินทรัพย์ไม่หมุนเวียน,"Found an exact match for the input query ""รวมสินทรัพย์ไม่หมุนเวียน"" in the Taxonomy list.  The financial_statement_type is BS_A, which matches the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[35642176, 35836160, 23085593, 23077891]"
28,รวมสินทรัพย์,109999,รวมสินทรัพย์,The query 'รวมสินทรัพย์' directly matches the 'item_in_taxonomy' field 'รวมสินทรัพย์' in the taxonomy list. Both the input and the matched taxonomy item belong to the fs_category 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[39836303, 42444447, 37709673, 40135246]"
29,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,"The query ""เงินกู้ยืมระยะสั้นจากสถาบันการเงิน"" best matches the meaning_of_taxonomy field in the Taxonomy list, which describes short-term borrowings from financial institutions. The financial_statement_type of BS_L and fs_category of หนี้สินหมุนเวียน from the input metadata also align with the corresponding values in the Taxonomy list.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[0, 100000, 0, 100000]"
30,เจ้าหนี้การค้าและเจ้าหนี้อื่น,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The input query 'เจ้าหนี้การค้าและเจ้าหนี้อื่น' is a broader term and closely related to both 'เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น' and 'เจ้าหนี้การค้าและเจ้าหนี้ไม่หมุนเวียนอื่น' in the taxonomy list. 
Since the input metadata specifies 'fs_category' as 'หนี้สินและส่วนของผู้ถือหุ้น', which suggests a broader category, it's appropriate to choose the item that reflects this broader scope. Therefore, 'เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น' is selected.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[200822, 242420, 117625, 147858]"
31,เจ้าหนี้จากการซื้อลูกหนี้,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The most relevant item from the taxonomy list is ""เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น"" (Trade And Other Payables - Current) with SET Code 211100. 

This is because the input name suggests a liability arising from the purchase of receivables, which aligns with the broader definition of trade and other payables. ",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[139851, 843822, 139851, 843822]"
32,หนี้สินจากสัญญาประกันภัย,219900,หนี้สินหมุนเวียนอื่น,The input name 'หนี้สินจากสัญญาประกันภัย' matched the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า หนี้สินจากสัญญาประกันภัย' in the Taxonomy list. And the input metadata financial_statement_type is 'งบฐานะการเงิน' matched the financial_statement_type 'BS_L'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[398326, 450137, 0, 0]"
33,เจ้าหนี้บริษัทประกันภัยต่อ,211100,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,"The meaning_of_taxonomy value 'บางครั้งใช้ชื่อว่า เจ้าหนี้บริษัทประกันภัยต่อ หรือ เจ้าหนี้จากการซื้อลูกหนี้ หรือ เจ้าหนี้การค้าและเจ้าหนี้อื่น หรือ เจ้าหนี้การค้า' suggests that this item refers to trade payables, which aligns with the input query. We also prioritize fs_category that is related to the input metadata fs_category, which is หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[263977, 284363, 0, 0]"
34,ส่วนของหนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The query mentions 'หนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี' which matches the meaning of taxonomy in the provided context.  Also, financial_statement_type from input is งบฐานะการเงิน, which mapped to BS_L.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[39147, 51197, 26405, 37008]"
35,เงินกู้ยืมระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี,211800,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,The input name 'เงินกู้ยืมระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี' is in the list of 'meaning_of_taxonomy' of the item 'ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี' with set_code '211800'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[621394, 503146, 350160, 295250]"
36,หุ้นกู้ที่ถึงกำหนดชำระภายในหนึ่งปี,211830,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้,"The query mentions ""หุ้นกู้ที่ถึงกำหนดชำระภายในหนึ่งปี"" which directly corresponds to the item ""ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้"" in the taxonomy. The input metadata also specifies the financial statement type as ""งบฐานะการเงิน"" and fs category as ""หนี้สินและส่วนของผู้ถือหุ้น,"" which aligns with the selected taxonomy item.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[4630221, 3480226, 4630221, 3480226]"
37,ภาษีเงินได้ค้างจ่าย,213000,ภาษีเงินได้นิติบุคคลค้างจ่าย,"The query mentions 'ภาษีเงินได้ค้างจ่าย' and the provided financial statement type is 'งบฐานะการเงิน' which refers to Balance Sheet. The most suitable match from the taxonomy list is 'ภาษีเงินได้นิติบุคคลค้างจ่าย' with SET Code '213000', as it closely aligns with the input query and falls under Liabilities.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[199338, 198988, 198560, 167416]"
38,หนี้สินหมุนเวียนอื่น,219900,หนี้สินหมุนเวียนอื่น,The query 'หนี้สินหมุนเวียนอื่น' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The fs_category 'หนี้สินหมุนเวียน' is related to the input metadata fs_category 'หนี้สินและส่วนของผู้ถือหุ้น'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[38976, 55353, 18895, 34099]"
39,รวมหนี้สินหมุนเวียน,219999,รวมหนี้สินหมุนเวียน,"The input query 'รวมหนี้สินหมุนเวียน' and financial_statement_type งบฐานะการเงิน directly match the item_in_taxonomy 'รวมหนี้สินหมุนเวียน' in the Taxonomy list. Thus, the set_code 219999 is selected.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[6532052, 6209652, 5481717, 5105679]"
40,หนี้สินตามสัญญาเช่า - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,212400,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The query mentions 'หนี้สินตามสัญญาเช่า' and 'ถึงกำหนดชำระภายในหนึ่งปี', which directly corresponds to the item 'หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี' in the taxonomy. We also considered the fs_category provided ('หนี้สินและส่วนของผู้ถือหุ้น') and financial_statement_type ('งบฐานะการเงิน').",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[69877, 70586, 61624, 61501]"
41,เงินกู้ยืมระยะยาว - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,211800,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,"The input name mentions ""long-term debts"" and ""due within one year"", which matches the definition of ""Current Portion Of Long-Term Debts"" in the Taxonomy list. The financial statement type is confirmed to be BS_L and fs_category is confirmed to be หนี้สินและส่วนของผู้ถือหุ้น, making this a strong match.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[829732, 852298, 554791, 441737]"
42,หุ้นกู้ - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,211830,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้,"The query mentions ""หุ้นกู้"" and ""ถึงกำหนดชำระภายในหนึ่งปี"" which directly corresponds to the item ""ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้"" in the taxonomy list. This item also aligns with the provided fs_category ""หนี้สินและส่วนของผู้ถือหุ้น"" and financial statement type ""งบฐานะการเงิน"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[4952172, 7939767, 4952172, 7939767]"
43,สำรองผลประโยชน์ระยะยาวของพนักงาน,222700,ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน,"The query ""สำรองผลประโยชน์ระยะยาวของพนักงาน"" matches the meaning of taxonomy in the list where the item in taxonomy is ""ประมาณการหนี้สินผลประโยชน์พนักงาน - ไม่หมุนเวียน"" and the set code is ""222700"".",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[19479, 17941, 5583, 5166]"
44,หนี้สินภาษีเงินได้รอการตัดบัญชี,223200,หนี้สินภาษีเงินได้รอตัดบัญชี,The query 'หนี้สินภาษีเงินได้รอการตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The financial_statement_type is 'BS_L'.,งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[25002, 23264, 22472, 20734]"
45,หนี้สินไม่หมุนเวียนอื่น,229900,หนี้สินไม่หมุนเวียนอื่น,"The query directly matches the item ""หนี้สินไม่หมุนเวียนอื่น"" in the Taxonomy list. And the value of property 'fs_category' in the selected Taxonomy list item is related to 'หนี้สินและส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[24003, 23511, 17436, 16755]"
46,รวมหนี้สินไม่หมุนเวียน,229999,รวมหนี้สินไม่หมุนเวียน,"Found an exact match for the input query ""รวมหนี้สินไม่หมุนเวียน"" in the Taxonomy list.  The context information also matches, with financial_statement_type as งบฐานะการเงิน and fs_category related to หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[5920265, 8927367, 5614078, 8485660]"
47,รวมหนี้สิน,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The INPUT is รวมหนี้สิน and the INPUT METADATA financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สินและส่วนของผู้ถือหุ้น. Thus, the most relevant item in the Taxonomy list is รวมหนี้สินและส่วนของผู้ถือหุ้น with SET Code 309999.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[12452317, 15137019, 11095795, 13591339]"
48,"ทุนจดทะเบียนหุ้นสามัญ 1,531,104,648 หุ้น มูลค่าหุ้นละ 0.5 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input explicitly mentions ทุนจดทะเบียนหุ้นสามัญ (Authorized Ordinary Share Capital) which directly corresponds to the item ""ทุนจดทะเบียน หุ้นสามัญจดทะเบียน"" (Authorised Share Capital Authorised Ordinary Shares) in the taxonomy.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[765552, 765552, 765552, 765552]"
49,"ทุนออกจำหน่ายและชำระเต็มมูลค่าแล้วหุ้นสามัญ 1,459,739,561 หุ้น มูลค่าหุ้นละ 0.5 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query mentions share capital that has been issued and fully paid up, specifically ordinary shares. This aligns with the definition of 'ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว' (Issued And Paid-Up Share Capital Paid-Up Ordinary Shares) in the taxonomy list. ",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[729870, 729870, 729870, 729870]"
50,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query is found in the Taxonomy list with the same fs_category and financial_statement_type as the input query. Thus, the SET Code and Item in Taxonomy from the matched item are used.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[20559745, 20559745, 20559745, 20559745]"
51,ส่วนเกินจากการเปลี่ยนแปลงสัดส่วนเงินลงทุนในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,"The query mentions ""ส่วนเกิน"" and ""การเปลี่ยนแปลงสัดส่วนเงินลงทุนในบริษัทย่อย"" which closely matches the definition of  ""ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย"" in the taxonomy list. Thus, this is the most appropriate match.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[2751092, 2751092, 2751092, 2751092]"
52,ส่วนเกินทุนหุ้นทุนซื้อคืน - หุ้นสามัญ,319911,ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน,"The query mentions ""ส่วนเกินทุนหุ้นทุนซื้อคืน"" which is similar to the item ""ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน"" in the taxonomy.  The taxonomy item's meaning also mentions ""บางครั้งใช้ชื่อว่า ส่วนเกินทุนหุ้นทุนซื้อคืน-หุ้นสามัญ"" which confirms that this is a suitable match.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[735, 735, 735, 735]"
53,จัดสรรแล้ว - สำรองตามกฎหมาย,310611,สำรองตามกฎหมาย,"The INPUT 'จัดสรรแล้ว - สำรองตามกฎหมาย' is looking for an item in the taxonomy related to legal reserves, specifically those that have been appropriated. 

The provided taxonomy list includes entries for both 'Retained Earnings - Appropriated Legal And Statutory Reserves' and 'Legal And Statutory Reserves'. However, the INPUT query explicitly mentions  'จัดสรรแล้ว' (appropriated), making 'Retained Earnings - Appropriated Legal And Statutory Reserves' a more accurate match. 

However, the INPUT METADATA specifies 'fs_category' as 'หนี้สินและส่วนของผู้ถือหุ้น', while the closest matching taxonomy items fall under 'ส่วนของผู้ถือหุ้น'. Due to this mismatch, we will use 'item_in_taxonomy' for matching instead, leading to the selection of 'สำรองตามกฎหมาย' with SET Code '310611'.",งบฐานะการเงิน,หนี้สินและส่วนของผู้ถือหุ้น,"[78715, 78715, 78715, 78715]"
