,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
10,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ,"The input 'สินทรัพย์ไม่มีตัวตนสุทธิ' is related to Intangible assets, and after checking the provided taxonomy list the most relevant item is 'ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ' with set code '104000'.",งบฐานะการเงิน,สินทรัพย์,"[975561550, 958851181, 952459843, 936095365]"
11,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the taxonomy list, and the 'fs_category' field ('สินทรัพย์') is also a match with the input metadata. Therefore, the SET Code '104400' and the item 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' are the correct selections.",งบฐานะการเงิน,สินทรัพย์,"[2052895550, 1915717788, 1125248823, 1147099168]"
12,เงินวางหลักประกันของตราสารอนุพันธ์,104600,หลักประกันตามสัญญาเครดิตซัพพอร์ทแอนเน็กซ์,"From the Taxonomy list, meaning_of_taxonomy mentioned  บางครั้งใช้ขื่อว่า เงินวางหลักประกันของตราสารอนุพันธ์ which matched the query. And the value of property fs_category is สินทรัพย์, so the correct SET Code is 104600 and Item in Taxonomy is หลักประกันตามสัญญาเครดิตซัพพอร์ทแอนเน็กซ์",งบฐานะการเงิน,สินทรัพย์,"[18108739288, 12466327345, 18108739288, 12466327345]"
13,ลูกหนี้จากการขายสินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนและเงินลงทุน,100620,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน สินทรัพย์ทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The input keyword ลูกหนี้จากการขายสินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนและเงินลงทุน suggests that this item belongs to สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน. Therefore, the most relevant item from the taxonomy is สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน สินทรัพย์ทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน with SET Code 100620.",งบฐานะการเงิน,สินทรัพย์,"[3066747389, 2069146301, 3066747389, 2069146301]"
14,สินทรัพย์อื่นสุทธิ,109900,สินทรัพย์อื่น - สุทธิ,"The query 'สินทรัพย์อื่นสุทธิ' is related to other assets, and after reviewing the taxonomy list, the closest match is the item 'สินทรัพย์อื่น - สุทธิ' with SET Code '109900'.",งบฐานะการเงิน,สินทรัพย์,"[2052107858, 1764489943, 1880135868, 1649086179]"
15,รวมสินทรัพย์,109999,รวมสินทรัพย์,Found the exact match for the query 'รวมสินทรัพย์' in the taxonomy list with financial_statement_type as งบฐานะการเงิน and fs_category as รวมสินทรัพย์.,งบฐานะการเงิน,รวมสินทรัพย์,"[507994788017, 508976345122, 504967779145, 505400731463]"
16,เงินรับฝาก,200100,เงินรับฝาก,"The input name 'เงินรับฝาก' is an exact match with the item 'เงินรับฝาก' in the taxonomy list, and the financial statement type and fs category also match.",งบฐานะการเงิน,หนี้สิน,"[268688904949, 257226835811, 269293558894, 257709581189]"
17,รายการระหว่างธนาคารและตลาดเงิน,200200,รายการระหว่างธนาคารและตลาดเงิน,The input item name 'รายการระหว่างธนาคารและตลาดเงิน' matched with 'item_in_taxonomy' column in the Taxonomy list. And the financial_statement_type of both Input and Taxonomy List are matched.,งบฐานะการเงิน,หนี้สิน,"[52891412272, 77266565035, 52891412272, 77266565035]"
18,หนี้สินจ่ายคืนเมื่อทวงถาม,200300,หนี้สินจ่ายคืนเมื่อทวงถาม,The query 'หนี้สินจ่ายคืนเมื่อทวงถาม' is a liability and it's an exact match to the item 'หนี้สินจ่ายคืนเมื่อทวงถาม' in the taxonomy list. And the financial statement type is matched.,งบฐานะการเงิน,หนี้สิน,"[664886871, 521722822, 664886871, 521722822]"
19,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,200400,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,The query completely matches the meaning and item name in the taxonomy list. And the  financial_statement_type and fs_category from INPUT METADATA match the taxonomy list.,งบฐานะการเงิน,หนี้สิน,"[18303617951, 20107333545, 18303617951, 20107333545]"
20,หนี้สินตราสารอนุพันธ์ทางการเงิน,202100,หนี้สินอนุพันธ์,"The INPUT 'หนี้สินตราสารอนุพันธ์ทางการเงิน' is related to Derivative financial instruments, and the closet concept in the taxonomy list is 'หนี้สินอนุพันธ์' (Derivative Liabilities) with the fs_category 'หนี้สิน'.",งบฐานะการเงิน,หนี้สิน,"[70206002759, 62263132002, 70206002759, 62263132002]"
21,ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,"The input name 'ตราสารหนี้ที่ออกและเงินกู้ยืม' is an exact match with the item 'ตราสารหนี้ที่ออกและเงินกู้ยืม' in the taxonomy list. And the input metadata financial_statement_type, and fs_category also match.",งบฐานะการเงิน,หนี้สิน,"[20334161420, 21634302887, 20334161420, 21634302887]"
22,หนี้สินตามสัญญาเช่า,202400,หนี้สินตามสัญญาเช่า,The query 'หนี้สินตามสัญญาเช่า' is a liability and it directly matches with the item 'หนี้สินตามสัญญาเช่า' in the taxonomy list. ,งบฐานะการเงิน,หนี้สิน,"[212472707, 194550490, 185380897, 159268107]"
23,ประมาณการหนี้สิน,202800,ประมาณการหนี้สิน,Taxonomy list item with fs_category as หนี้สิน and financial_statement_type as BS_L and  item_in_taxonomy as ประมาณการหนี้สิน is found. ,งบฐานะการเงิน,หนี้สิน,"[2001839816, 2269617452, 1886093185, 2149477479]"
24,เงินรับหลักประกันของตราสารอนุพันธ์,202100,หนี้สินอนุพันธ์,"The most relevant item from the provided taxonomy list is 'หนี้สินอนุพันธ์' (Derivative Liabilities) with SET Code '202100'. Although the input mentions 'เงินรับ' (money received), suggesting an asset, the context clarifies that it pertains to collateral, which aligns with a liability perspective in financial reporting. The input also specifies 'ตราสารอนุพันธ์' (derivatives), directly corresponding to the chosen taxonomy item. Considering the input metadata indicating 'งบฐานะการเงิน' (balance sheet) and 'หนี้สิน' (liabilities), 'หนี้สินอนุพันธ์' accurately reflects the financial position of holding collateral received for derivative instruments as a liability.",งบฐานะการเงิน,หนี้สิน,"[17527610588, 13875790527, 17527610588, 13875790527]"
25,เจ้าหนี้จากการซื้อสินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุนและเงินลงทุน,200200,รายการระหว่างธนาคารและตลาดเงิน,"The input keyword searches for liabilities related to financial assets measured at fair value through profit or loss. The closest match in the taxonomy list is ""รายการระหว่างธนาคารและตลาดเงิน"" with the set code 200200, as it includes liabilities from financial transactions with other financial institutions, potentially including those measured at fair value.",งบฐานะการเงิน,หนี้สิน,"[3738869273, 1728024256, 3738869273, 1728024256]"
26,หนี้สินอื่น,209900,หนี้สินอื่น,"The input query 'หนี้สินอื่น' and financial statement type 'งบฐานะการเงิน' directly match the 'item_in_taxonomy' and 'financial_statement_type' in the Taxonomy list. Therefore, the correct SET Code is '209900'.",งบฐานะการเงิน,หนี้สิน,"[4653302341.96, 4909922223, 3932698652.96, 4389919330]"
27,รวมหนี้สิน,209999,รวมหนี้สิน,"The query ""รวมหนี้สิน"" and financial_statement_type งบฐานะการเงิน strongly suggest the answer. And the most relevant fs_category is หนี้สิน. Thus, the SET Code should be 209999.",งบฐานะการเงิน,รวมหนี้สิน,"[459223080947.96, 461997797050, 458964292762.96, 461805117179]"
28,"ทุนเรือนหุ้นทุนจดทะเบียนหุ้นสามัญ 34,822,261,748 หุ้น มูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input mentions ทุนจดทะเบียน and หุ้นสามัญ which  most closely match the item ทุนจดทะเบียน หุ้นสามัญจดทะเบียน in the taxonomy list. And the input's fs_category is ส่วนของเจ้าของ, which related to ส่วนของผู้ถือหุ้น in the taxonomy list.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
29,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 34,822,261,748 หุ้น มูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The input query explicitly mentions ทุนที่ออกและชำระแล้ว and หุ้นสามัญ which directly corresponds to the item ""ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว"" in the taxonomy list. Thus, this is the most appropriate match.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
30,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query mentions ""ส่วนเกินมูลค่าหุ้นสามัญ"" which directly corresponds to the item ""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ"" in the taxonomy list.  Both terms refer to the same concept related to the excess received over the par value of issued ordinary shares. Thus, this item is the most appropriate match.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[10145965854, 10145965854, 10145965854, 10145965854]"
31,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' matches the closest with the item 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ' in the taxonomy list, and the fs_category also matches.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[1299012013.04, 807328024, 1321380410.04, 829696421]"
32,ส่วนเกินจากการเปลี่ยนแปลงส่วนได้เสียของธนาคารในบริษัทย่อย,319921,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,"The input query's fs_category is ส่วนของเจ้าของ and financial_statement_type is งบฐานะการเงิน,  the meaning_of_taxonomy from the Taxonomy list item 'ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย' states 'บางครั้งใช้ขื่อว่า ส่วนเกินจากการเปลี่ยนแปลงส่วนได้เสียของธนาคารในบริษัทย่อย' therefore, it is a match.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[-42753751, -42753751, 0, 0]"
33,กำไรสะสมจัดสรรแล้ว - สำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The query 'กำไรสะสมจัดสรรแล้ว - สำรองตามกฎหมาย' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The 'fs_category' field also matches the criteria specified in the instructions. Therefore, the correct SET Code is '310611'.",งบฐานะการเงิน,ส่วนของเจ้าของ,"[832101000, 791601000, 832101000, 791601000]"
34,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The input item name 'ยังไม่ได้จัดสรร' is found in the meaning of taxonomy in the Taxonomy list. Thus, the set code should be 310620 and the item in taxonomy should be กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร. ",งบฐานะการเงิน,ส่วนของเจ้าของ,"[19126251079, 17865276071, 16292908244, 14417220135]"
35,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,"The input query 'รวมส่วนของเจ้าของ' is related to the fs_category 'รวมส่วนของเจ้าของ' in the taxonomy. Thus, the appropriate SET Code is 309998 and the item is 'รวมส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,รวมส่วนของเจ้าของ,"[48771707069.04, 46978548072, 46003486382.04, 43595614284]"
36,รวมหนี้สินและส่วนของเจ้าของ,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The input name 'รวมหนี้สินและส่วนของเจ้าของ'  and financial_statement_type is งบฐานะการเงิน  match the item_in_taxonomy 'รวมหนี้สินและส่วนของผู้ถือหุ้น' in the Taxonomy list. Therefore, the correct SET Code is 309999.",งบฐานะการเงิน,รวมหนี้สินและส่วนของเจ้าของ,"[507994788017, 508976345122, 504967779145, 505400731463]"
37,"ทุนจดทะเบียนหุ้นสามัญ 34,822,261,748 หุ้นมูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input query explicitly mentions ""ทุนจดทะเบียนหุ้นสามัญ"" which directly corresponds to ""ทุนจดทะเบียน หุ้นสามัญจดทะเบียน"" in the taxonomy list.  Both refer to the authorized ordinary share capital.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
38,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 34,822,261,748 หุ้นมูลค่าที่ตราไว้หุ้นละ 0.50 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,The query indicates an item related to paid-up ordinary shares. The taxonomy list item 'ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว' is the most relevant match as it specifically refers to paid-up ordinary shares.,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
39,จัดสรรแล้ว - สำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,The INPUT 'จัดสรรแล้ว - สำรองตามกฎหมาย' matches exactly with meaning from item 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' in the Taxonomy list. And the  financial_statement_type is matched with the context.,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[832101000, 791601000, 832101000, 791601000]"
40,ทุนเรือนหุ้น,310200,ทุนที่ออกและชำระแล้ว,The closest match from the provided taxonomy list is ทุนที่ออกและชำระแล้ว based on the input query ทุนเรือนหุ้น and financial_statement_type งบฐานะการเงิน (ต่อ).,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[17411130874, 17411130874, 17411130874, 17411130874]"
41,กำไรสะสม,310600,กำไร (ขาดทุน) สะสม,The best match from the provided taxonomy list is กำไร (ขาดทุน) สะสม based on the input query กำไรสะสม and the fs_category.,งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของเจ้าของ,"[20058352079, 18656877071, 17125009244, 15208821135]"
42,รายได้ดอกเบี้ย,410108,รายได้ดอกเบี้ย,"The query 'รายได้ดอกเบี้ย' is a perfect match to the 'item_in_taxonomy' field in the taxonomy list. Also, the fs_category of both query and the selected item are matched. Therefore, the selected SET Code and Item in Taxonomy are correct.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[4709905839, 4073900825, 4115621861, 3465492096]"
43,ค่าใช้จ่ายดอกเบี้ย,410108,รายได้ดอกเบี้ย,"The input is ค่าใช้จ่ายดอกเบี้ย and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ) which is a PL, fs_category is รายได้.  The closest matched item in Taxonomy is รายได้ดอกเบี้ย with set code 410108",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[-2287901185, -1541019929, -2287762151, -1540807733]"
44,รายได้ดอกเบี้ยสุทธิ,400599,รายได้ดอกเบี้ยสุทธิ,"The input name is รายได้ดอกเบี้ยสุทธิ and financial_statement_type from metadata is งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ) which is matched to PL. Thus, the matched taxonomy is รายได้ดอกเบี้ยสุทธิ with set code 400599.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[2422004654, 2532880896, 1827859710, 1924684363]"
45,รายได้ค่าธรรมเนียมและบริการ,410113,รายได้ค่าธรรมเนียมและบริการ,"The input item name 'รายได้ค่าธรรมเนียมและบริการ'  best matched with  'รายได้ค่าธรรมเนียมและบริการ' in the taxonomy list.  Also, using the input metadata information, financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ) which is matched with 'PL' and fs_category is รายได้ matched with 'กำไรขาดทุน' in the taxonomy list. ",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[482409633, 494340922, 360895108, 300922455]"
46,ค่าใช้จ่ายค่าธรรมเนียมและบริการ,410113,รายได้ค่าธรรมเนียมและบริการ,"The INPUT is ค่าใช้จ่ายค่าธรรมเนียมและบริการ and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ), fs_category is รายได้.  The most relevant item in the Taxonomy list is รายได้ค่าธรรมเนียมและบริการ with SET Code 410113. Although the input mentions ""expense"", the context specifies that if fs_category is not related to รายได้, we should use item_in_taxonomy instead.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[-174365514, -154604388, -109994399, -90606216]"
47,รายได้ค่าธรรมเนียมและบริการสุทธิ,400699,รายได้ค่าธรรมเนียมและบริการสุทธิ,The query 'รายได้ค่าธรรมเนียมและบริการสุทธิ' matches exactly with item_in_taxonomy 'รายได้ค่าธรรมเนียมและบริการสุทธิ' in the Taxonomy list. And the fs_category of this item is 'กำไรขาดทุน' which is related to the รายได้ in the INPUT METADATA.,งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[308044119, 339736534, 250900709, 210316239]"
48,กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,431390,กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ,"From the Taxonomy list, found that meaning_of_taxonomy: 'กำไรหรือขาดทุน สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ บางครั้งใช้ขื่อว่า กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน หมายถึง กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน นอกเหนือจากเลขอ้างอิงที่ 118 ถึง 121' is a match with the query.  Therefore, the SET Code is 431390 and Item in Taxonomy is กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน กำไร (ขาดทุน) สุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน - อื่น ๆ",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[290061843, 71591579, 290061843, 71591579]"
49,กำไรสุทธิจากเงินลงทุน,431400,กำไร (ขาดทุน) สุทธิจากเงินลงทุน,"The query \""กำไรสุทธิจากเงินลงทุน\"" is closely related to the item \""กำไร (ขาดทุน) สุทธิจากเงินลงทุน\"" in the taxonomy list. Both terms refer to the overall profit or loss generated from various investment activities. Therefore, the SET code 431400 and item \""กำไร (ขาดทุน) สุทธิจากเงินลงทุน\"" are selected.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[175258853, 34858104, 175258853, 34858104]"
50,กำไรสุทธิจากการขายสินเชื่อด้อยคุณภาพ,419781,กำไรสุทธิจากการขายทรัพย์สินรอการขาย,"The most relevant item from the provided taxonomy list is กำไรสุทธิจากการขายทรัพย์สินรอการขาย as the input query refers to profit from the sale of non-performing loans, which, after foreclosure, can be considered as the disposal of properties.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[0, 60644550, 0, 0]"
51,รายได้จากการดำเนินงานอื่นๆ,410200,รายได้จากการดําเนินงานอื่น ๆ,"The query 'รายได้จากการดำเนินงานอื่นๆ' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  Also, the fs_category of both query and matched taxonomy item is 'รายได้'.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[317999967.97, 289947609, 216293174, 228671753]"
52,รวมรายได้จากการดำเนินงาน,410200,รายได้จากการดําเนินงานอื่น ๆ,"The closest match from the provided taxonomy list is 'รายได้จากการดําเนินงานอื่น ๆ' because the input query emphasizes the total revenue from operations, and this item reflects revenues beyond the specifically listed operating income.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),รายได้,"[3513369436.97, 3329659272, 2760374289, 2470122038]"
53,ค่าใช้จ่ายจากการดำเนินงานอื่นๆค่าใช้จ่ายเกี่ยวกับพนักงาน,422400,ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน,"The input mentions 'ค่าใช้จ่ายเกี่ยวกับพนักงาน' (Employee Benefit Expenses) under 'ค่าใช้จ่ายจากการดำเนินงานอื่นๆ' (Other Operating Expenses). This aligns with the definition of 'ค่าใช้จ่ายในการดำเนินงานอื่น ค่าใช้จ่ายผลประโยชน์พนักงาน' in the taxonomy list, which refers to compensation paid to employees and employees.",งบกำไรขาดทุนเบ็ดเสร็จ (ยังไม่ได้ตรวจสอบ),ค่าใช้จ่าย,"[918464117, 1063458258, 797943675, 914735202]"
