,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
31,ทุนสำรองอื่น,310619,กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ,"The input name 'ทุนสำรองอื่น' is similar to the meaning of taxonomy 'หมายถึง จำนวนที่จัดสรรจากกำไรสะสมเพื่อการอื่นใด นอกเหนือจากเลขอ้างอิงที่ 198 และ 199  “สำรองสำหรับหุ้นทุนซื้อคืน” ที่ได้แยกแสดงตามรายการข้างต้น เช่น กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการรักษาระดับเงินปันผล กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการขยายบริษัท หรือตามเงื่อนไขของภาระผูกพันอื่น ๆ เป็นต้น' in the provided taxonomy list. Thus, the selected SET Code is '310619' and Item in Taxonomy is 'กำไรสะสม - จัดสรรแล้ว สำรองอื่น ๆ'.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[49000, 49000, 49000]"
32,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" matches the meaning and item name in the taxonomy list related to unappropriated retained earnings.  The context information of financial_statement_type งบฐานะการเงิน (ต่อ) confirms the statement type is BS_OE and fs_category หนี้สินและส่วนของผู้ถือหุ้น is a broader category.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[759952, 775870, 770932]"
33,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,319900,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,"The input item name matches with item_in_taxonomy in the Taxonomy list. Although the fs_category in the metadata is หนี้สินและส่วนของผู้ถือหุ้น, the correct fs_category in the Taxonomy list is ส่วนของผู้ถือหุ้น. Thus, using item_in_taxonomy,  ""องค์ประกอบอื่นของส่วนของผู้ถือหุ้น"" is matched.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[108057, 103560, 107642]"
34,รวมส่วนของบริษัทใหญ่,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The query 'รวมส่วนของบริษัทใหญ่' is related to the fs_category 'หนี้สินและส่วนของผู้ถือหุ้น' from the input metadata. 
The item 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่' in the Taxonomy list belongs to the fs_category 'ส่วนของผู้ถือหุ้น' which is related to 'หนี้สินและส่วนของผู้ถือหุ้น'.
Therefore, the SET Code should be '319999' and the item in Taxonomy should be 'รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่'.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[1021769, 1033190, 1032334]"
35,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"From the Taxonomy list, found the exact match between the query ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" and the item ""ส่วนได้เสียที่ไม่มีอำนาจควบคุม"" in the Taxonomy list.  The  fs_category  is also matched with input metadata.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[315, 0, 0]"
36,รวมส่วนของผู้ถือหุ้น,309998,รวมส่วนของผู้ถือหุ้น,"Found an exact match for the input query ""รวมส่วนของผู้ถือหุ้น"" in the Taxonomy list.  The context also matches the input metadata where financial_statement_type is งบฐานะการเงิน (ต่อ) and fs_category is หนี้สินและส่วนของผู้ถือหุ้น.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[1022084, 1033190, 1032334]"
37,รวมหนี้สินและส่วนของผู้ถือหุ้น,309999,รวมหนี้สินและส่วนของผู้ถือหุ้น,"The query \""รวมหนี้สินและส่วนของผู้ถือหุ้น\"" in INPUT matches the closest with item_in_taxonomy \""รวมหนี้สินและส่วนของผู้ถือหุ้น\"" from the Taxonomy list. And the value of fs_category \""ส่วนของผู้ถือหุ้น\"" is related to \""หนี้สินและส่วนของผู้ถือหุ้น\"" in INPUT METADATA.",งบฐานะการเงิน (ต่อ),หนี้สินและส่วนของผู้ถือหุ้น,"[1245222, 1269167, 1248030]"
38,รายได้,410100,รายได้จากการดำเนินธุรกิจ,"The input query \""รายได้\"" matches the fs_category \""รายได้\"". Thus, the correct set code is 410100 and the item in taxonomy is รายได้จากการดำเนินธุรกิจ.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[206251, 214224.0, 206251, 212620]"
39,ต้นทุนขาย,420410,ต้นทุน ต้นทุนขาย,"From the Taxonomy list,  'ต้นทุน ต้นทุนขาย' matched the query 'ต้นทุนขาย' and fs_category is 'กำไรขาดทุน' which is related to the input metadata fs_category 'ต้นทุนขาย'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,ต้นทุนขาย,"[-103203, -112799.0, -103203, -111600]"
40,กำไรขั้นต้น,409995,กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง,"The closest match from the provided taxonomy list is  กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง based on the fs_category: กำไรขาดทุน, however, it is not ideal. Therefore, we should use item_in_taxonomy instead of fs_category.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขั้นต้น,"[103048, 101425.0, 103048, 101020]"
41,เงินปันผลรับ,410200,รายได้อื่น,"The INPUT's fs_category is รายได้อื่น.  The most relevant item in the provided taxonomy list is รายได้อื่น with set code 410200. Therefore, the selected SET code is 410200 and the item in taxonomy is รายได้อื่น.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้อื่น,"[18107, 16135.0, 18107, 16135]"
42,รายได้อื่น,410200,รายได้อื่น,"The input item name and fs_category matched with item_in_taxonomy and fs_category in the Taxonomy list. Thus, this is the best match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้อื่น,"[2374, 3103.0, 2374, 3075]"
43,ต้นทุนในการจัดจำหน่าย,422110,ค่าใช้จ่ายในการขายและบริหาร ค่าใช้จ่ายในการขาย,"The input 'ต้นทุนในการจัดจำหน่าย' closely matches the definition of 'ค่าใช้จ่ายในการขาย' in the taxonomy list, which refers to expenses related to distribution and advertising. The provided 'fs_category' ('ค่าใช้จ่ายในการขายและบริหาร') further confirms this match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่ายในการขายและบริหาร,"[-81051, -79913.0, -81051, -79358]"
44,ค่าใช้จ่ายในการบริหาร,422120,ค่าใช้จ่ายในการขายและบริหาร ค่าใช้จ่ายในการบริหาร,"The input 'ค่าใช้จ่ายในการบริหาร' and financial_statement_type 'งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567'  and fs_category 'ค่าใช้จ่ายในการขายและบริหาร' best match with meaning_of_taxonomy 'หมายถึง ค่าใช้จ่ายทั่วไปที่เกิดขึ้นในการบริหารบริษัทอันเป็นส่วนรวม เช่น ค่าเช่าอาคารสำนักงาน ค่าน้ำและค่าไฟสำนักงาน เป็นต้น' in the Taxonomy list. Thus, the set_code is '422120' and item_in_taxonomy is 'ค่าใช้จ่ายในการขายและบริหาร ค่าใช้จ่ายในการบริหาร'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่ายในการขายและบริหาร,"[-34610, -36612.0, -34610, -35717]"
45,กำไรจากการวัดมูลค่ายุติธรรมของสินทรัพย์ทางการเงินหมุนเวียนอื่น,439720,กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The most relevant item from the provided taxonomy list is 'กำไร (ขาดทุน) อื่น กำไร (ขาดทุน) จากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน' with SET Code '439720' because its meaning encompasses gains or losses from fair value adjustments of financial assets, aligning with the input query. while the input metadata fs_category is กำไรจากเงินลงทุน,  use item_in_taxonomy instead of fs_category.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรจากเงินลงทุน,"[798, 605.0, 798, 605]"
46,กำไร(ขาดทุน)จากกิจกรรมดำเนินงาน,409995,กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง,The closest match from the Taxonomy list to the input query 'กำไร(ขาดทุน)จากกิจกรรมดำเนินงาน' is 'กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง' based on the fs_category and considering the financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,กำไร(ขาดทุน)จากกิจกรรมดำเนินงาน,"[8666, 4743.0, 8666, 5760]"
47,รายได้ทางการเงิน,439760,กำไร (ขาดทุน) จากการจัดประเภทใหม่ของสินทรัพย์ทางการเงิน,"The closest match from the provided taxonomy list is fs_category: กำไรขาดทุน, item_in_taxonomy: กำไร (ขาดทุน) จากการจัดประเภทใหม่ของสินทรัพย์ทางการเงิน as it refers to financial income and gains.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้(ค่าใช้จ่าย)ทางการเงิน,"[207, 165.0, 207, 192]"
48,ต้นทุนทางการเงิน,429900,ต้นทุนทางการเงิน,The input item name is ต้นทุนทางการเงิน and the closest match from the provided taxonomy list is item_in_taxonomy: ต้นทุนทางการเงิน with fs_category: รายได้(ค่าใช้จ่าย)ทางการเงิน. ,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้(ค่าใช้จ่าย)ทางการเงิน,"[-196, -299.0, -196, -249]"
49,กำไร(ขาดทุน)ก่อนภาษีเงินได้,409992,กำไร (ขาดทุน) ก่อนต้นทุนทางการเงิน และภาษีเงินได้,"The query \""กำไร(ขาดทุน)ก่อนภาษีเงินได้\"" best matches the fs_category \""กำไรขาดทุน\"" from the Taxonomy list. Therefore, the selected SET Code is 409992 and Item in Taxonomy is กำไร (ขาดทุน) ก่อนต้นทุนทางการเงิน และภาษีเงินได้.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,กำไร(ขาดทุน)ก่อนภาษีเงินได้,"[8677, 4609.0, 8677, 5703]"
50,รายได้(ค่าใช้จ่าย)ภาษีเงินได้,439800,ภาษีเงินได้,"The INPUT means Income Tax Expense and fs_category is ภาษีเงินได้. Thus, the most relevant item in Taxonomy is ภาษีเงินได้ with SET Code 439800.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือน สิ้นสุดวันที่ 30 มิถุนายน 2567,ภาษีเงินได้,"[1937, 2106.0, 1937, 2103]"
